PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
-1.453907234148787,0.0276972750913546,-0.7204363851384652,-0.5562591784475579,1.3566319507160316,-0.18444001785212236,-0.35970519982661137,-0.35375938769867504,0.0930876369313239,-0.324876024327129,-0.4014024491761182,-0.06377696315513061
0.3586691201133715,-1.277995141153178,-0.13269452626068254,2.3153963284978114,-2.532356220185981,3.258001196242501,-1.4304614693626443,-1.4299322074786507,-1.2803113504805124,-0.9726534919828898,0.24351380376923956,1.3486491853788785
0.5846161526372974,-0.6246098959583206,0.2568429920230094,0.025297729410835235,1.181119183299297,-0.5835922089150384,0.17133346034775132,-1.2845973750522195,0.03654570070340234,0.5742943114784426,-0.11112267921962013,-0.10285577089077845
0.5846161526372974,-0.6246098959583206,0.2568429920230094,0.025297729410835235,1.181119183299297,-0.5835922089150384,0.17133346034775132,-1.2845973750522195,0.03654570070340234,0.5742943114784426,-0.11112267921962013,-0.10285577089077845
-1.6438524432575807,1.2735167048575666,-1.116100161528663,-0.5834939226042736,1.0249890062828986,0.4083322006669186,-0.6597289105377784,-0.01459006267355209,0.05375209355407502,0.02966640798642974,0.18367918263797636,0.17921959483607913
-1.1175258005181117,-0.17745306776304473,-0.6866370511908143,0.7543831596048293,0.2646766107757296,-0.2735318912658885,-0.25885791567388133,0.2527197387197963,0.41749355168892927,-0.22919739200634245,-0.6845858960712232,-0.5711660254606862
-0.6374852882827747,1.3201180655684825,1.5276425944546104,0.40300175859875825,-0.10238470557935112,0.14669510770267039,-0.18810964886250317,1.1298679031013386,0.35073491181627225,0.7916675459104279,-0.15273942728745424,-0.3651314420496552
-1.0414490090942974,-1.2913727689585672,0.7710081665317247,0.06094707397787446,2.018021185483692,-1.0711164012005574,0.07445538625120385,-1.0448504887136292,0.01956719212559337,-0.9232655059267805,-0.7438788958274895,-0.41376886842095706
0.5846161526372974,-0.6246098959583206,0.2568429920230094,0.025297729410835235,1.181119183299297,-0.5835922089150384,0.17133346034775132,-1.2845973750522195,0.03654570070340234,0.5742943114784426,-0.11112267921962013,-0.10285577089077845
-0.7431059711755291,-0.9395632612152053,0.07598489161810602,1.718307454843739,0.04939355818940901,-0.7614160196469891,0.008646019441391234,0.2104137514215549,0.5429362866648666,-0.48055281664577487,-0.9974158428444613,-0.9998565092463771
-0.19482698517482314,-1.489584461390136,1.0538174411169166,-0.6917270701654537,-0.46318655325586394,-0.12448914862491091,-0.5385438144848185,0.24337074087535512,-0.06340133952159661,0.14541231803640056,0.3316703912022581,-0.9011923731090701
-0.23237771797622728,0.03251584240821168,-0.5660649842542121,-0.3742899906837732,1.0191603608489883,-0.1549826841112547,-0.15039962173630786,-0.7439543455960532,0.07989982771461974,0.47403402674313605,-0.09372378698799572,0.02683446677637964
-1.0414490090942974,-1.2913727689585672,0.7710081665317247,0.06094707397787446,2.018021185483692,-1.0711164012005574,0.07445538625120385,-1.0448504887136292,0.01956719212559337,-0.9232655059267805,-0.7438788958274895,-0.41376886842095706
-1.4303880839347547,-1.4858646969373426,0.04205080974801967,-1.3984248385859486,-1.7882706964097126,-3.704110817923794,0.971992522573336,0.18957265538538312,0.42644768609727324,0.8828453860947445,-3.3644020331524858,5.260551352630988
-1.0414490090942974,-1.2913727689585672,0.7710081665317247,0.06094707397787446,2.018021185483692,-1.0711164012005574,0.07445538625120385,-1.0448504887136292,0.01956719212559337,-0.9232655059267805,-0.7438788958274895,-0.41376886842095706
1.8084878920525365,0.00749400590589251,-0.5515764507528239,0.5840570299290683,-0.46201004108513294,-0.4974904642069141,-0.2802510499999529,0.9265200446283781,0.37598450126907834,-0.42440527705644376,-0.38003951215619763,-0.5334394804950852
-1.0414490090942974,-1.2913727689585672,0.7710081665317247,0.06094707397787446,2.018021185483692,-1.0711164012005574,0.07445538625120385,-1.0448504887136292,0.01956719212559337,-0.9232655059267805,-0.7438788958274895,-0.41376886842095706
0.24148979067261112,-0.6123245151294949,-0.03511746641649789,1.142087764843758,0.14766809916457313,-0.5396333519744992,0.0951678577756938,-0.3678389195158999,0.3797989275369816,0.37024949853070543,-0.49106604943355786,-0.597218563951118
-0.934460654522318,-0.7276715507954373,0.35709021117660056,-0.7790427359238368,-0.6937166618057994,-0.09267891969750296,-0.3798805781988476,1.1300523960113833,0.7866994128587018,1.238020868398416,-0.46313131050570694,-1.9133310905207348
0.4179253197901685,0.10507818528766028,-0.8013363116353108,-0.9574855620081709,0.15265790356111208,2.390940090148542,5.7382954562607145,1.5488405954568523,-5.668129291146758,0.1516483408517793,-2.646608514710651,-1.1842884294175013
-1.453907234148787,0.0276972750913546,-0.7204363851384652,-0.5562591784475579,1.3566319507160316,-0.18444001785212236,-0.35970519982661137,-0.35375938769867504,0.0930876369313239,-0.324876024327129,-0.4014024491761182,-0.06377696315513061
-0.23237771797622728,0.03251584240821168,-0.5660649842542121,-0.3742899906837732,1.0191603608489883,-0.1549826841112547,-0.15039962173630786,-0.7439543455960532,0.07989982771461974,0.47403402674313605,-0.09372378698799572,0.02683446677637964
2.144866034890313,0.039365026880195504,-0.7817823969562727,0.7171239175409745,-0.5653939660367228,-0.5217779457930501,-0.5142556770821539,0.7789003696341902,0.4221075221380023,-0.20682303808236677,-0.45960652727012735,-0.5081102539476533
-1.132893418216459,0.08922205340613534,-1.0929043898886759,0.10577794637866282,-0.7047624895728477,-1.2417204692094284,1.4574117965637952,1.0917576696588511,-0.7694992104322478,0.4055059661536053,0.08677452618409955,1.3335938320818004
-0.6802190038509627,0.9656757729036566,-0.9014056667679234,-0.4402083457422562,0.8547960499908993,0.28223214634280913,-0.42774379929225903,-0.3920286123528666,0.0536951224858591,0.5402133382107389,0.26816777132554453,0.18642902778690937
0.9879717105296424,2.785691641115771,2.746424039421404,0.24200808186708078,-0.45029524457246817,-0.9990263879641861,0.2164891948530224,-0.4294588129102261,-0.23552035738621444,-0.7964769852592268,-0.11559094468196454,-0.08215526060049018
-0.37584760741256235,-1.0523738878611961,0.0064250856585097845,1.9173370793950963,-0.8111897012690541,0.5783897189828408,-0.47105647682662055,-0.3363682348785137,-0.06481292571692632,-0.64458637509148,-0.583772627306561,-0.21702127770462515
-1.0414490090942974,-1.2913727689585672,0.7710081665317247,0.06094707397787446,2.018021185483692,-1.0711164012005574,0.07445538625120385,-1.0448504887136292,0.01956719212559337,-0.9232655059267805,-0.7438788958274895,-0.41376886842095706
0.24148979067261112,-0.6123245151294949,-0.03511746641649789,1.142087764843758,0.14766809916457313,-0.5396333519744992,0.0951678577756938,-0.3678389195158999,0.3797989275369816,0.37024949853070543,-0.49106604943355786,-0.597218563951118
